migration_id,citizen_id,old_address,new_address,reason,date
ee548f21-e959-4955-b61c-c88e3a4ac0bc,9f5efa8e-a382-43b4-95d3-fd06b195bc71,"H.No. 392, Setty Marg, Sultan Pur Majra 141077","H.No. 39, Choudhry Street, Anantapur 213031",Education,2019-07-30
ccebf7e6-839b-47ed-8517-94361258e062,92d5975f-9a33-4e0f-ab3e-772d6f5ee6a3,"H.No. 24, Kapadia, Bhind-154162","H.No. 77, Randhawa Path, Bhatpara-537861",Job,2019-08-01
1fc26f09-68f2-4f91-bc20-8505c7d2540e,6b9f3714-63f6-4719-ba51-74de0e772d38,"44, Rout Marg, Bhusawal 691831","521, Das Road, Muzaffarnagar-374346",Job,2021-11-09
c8b59602-58a6-4514-b574-7ec58d68d87c,c4a7c688-5027-463f-988f-3d550511b83b,"71/24, Boase Street, Kolkata 560702","061, Bhakta Circle, Dhule-713548",Job,2024-03-16
67c2c3b3-c07b-470f-8423-e003c4a5a84b,a6128174-0d27-4ab0-844c-dc01fd368bc6,"33/69, Hari Circle, Thane-343407","H.No. 781, Pau Marg, Pune 882222",Job,2024-05-11
b6f976c2-6b5f-43bc-bfdf-d5f2e23a40b7,985cd825-d4a1-4ff7-acf0-a0c025270d46,"890, Cherian Ganj, Hindupur 230057","56, Grover Path, Agra 095041",Better Housing,2023-03-22
7f693009-06f0-4f47-a62b-bc48aa34c4e5,f1e9d2f3-5205-47be-9e69-0f8201cbb90c,"H.No. 64, Dey Road, Bhiwandi 717148","66/59, Bir, Bardhaman-706049",Education,2021-09-11
617a693c-d3ac-45b0-9436-1ea9658ceee2,c753a507-e86a-44a1-821a-39144a26c3ce,"521, Dora Circle, Rajahmundry-081684","44, Chaudhari Street, Tiruchirappalli 060350",Job,2023-11-11
62137708-f094-4bac-a00e-446be938d582,758268be-fd3b-433b-a609-f27981d9ffa6,"96/26, Kapoor Marg, Visakhapatnam 336185","66/19, Narasimhan Path, Visakhapatnam-080871",Better Housing,2024-05-26
dfb79113-d3a7-4520-8b37-fed45ffa9c02,4ee7fd00-ccad-43c3-bcf8-7200235061a4,"H.No. 59, Brahmbhatt Path, Kavali 043464","19/377, Sami Street, Shimoga-089740",Marriage,2021-01-30
c97bc6a0-00e9-4641-a173-a4c90b95b72e,9ec5eca9-6837-4f68-8b1f-3f2574056c30,"21/68, Mukhopadhyay Zila, Kollam 344893","29, Dey Zila, Aligarh-465753",Job,2024-05-04
28e2fc35-5ccd-4b27-992a-ab5f51539396,227bfc1e-593d-452b-8ff1-a01d53ba4f88,"H.No. 52, Parekh Road, Proddatur 503461","91, Gandhi Chowk, Jammu 201713",Marriage,2024-07-25
1b19c9bf-3eb1-4416-b806-c29c60aced78,32d51de4-d823-4bfa-9d5e-109390e545e6,"31/180, Kapadia Street, Sri Ganganagar-721312","22/25, Sami Marg, Ulhasnagar-940547",Job,2020-11-26
ade218ce-06ef-467a-acad-fe6f7b9f7e0f,ebf419bb-4dbb-49d3-9adc-74196d6d1512,"51/986, Chand Zila, Satara-374333","97, Shetty Path, Cuttack 743750",Education,2023-07-09
3c368f1a-a69f-4695-a68e-f4764988d01b,55af60e4-b8a9-4e62-aaad-aaecbcff18f5,"10/91, Bhatti, Tadepalligudem-017610","H.No. 873, Garde Circle, Kanpur-605838",Job,2024-06-08
5fd071dc-f277-4e4d-8b8f-31f1b94e680a,8eba7b55-1e7e-494b-820a-ffe24bf863e8,"46/664, Thakur Road, Kochi 168857","H.No. 445, Shere Zila, Kishanganj 393758",Job,2020-12-31
d59196c7-1743-4743-acf0-f2da3ec0af99,952eb7b7-6f41-48b6-beaf-ca6c34e2f6ab,"42/971, Sunder Nagar, Arrah-747311","342, Das Path, Jehanabad 269707",Education,2022-12-30
00791c11-ba69-4791-9a0b-aa44cc8ceb68,0978af7c-0d77-41e6-9ca9-0e734fad5626,"796, Munshi Chowk, Ambarnath-120306","61, Wadhwa, Gurgaon-460341",Better Housing,2024-05-17
5680be37-ebae-476a-ad1a-633eb293bfec,8c60373e-1313-44f8-9315-38e63a762407,"97, Agrawal Path, Nagercoil 104069","H.No. 073, Shanker Nagar, Bhind-335257",Education,2020-05-15
8c9f2e84-f907-4805-9760-8bae4e20177f,5e422893-845a-43aa-8f72-ca533027c476,"H.No. 745, Bhatia Circle, Vellore-250913","H.No. 411, Om Marg, Chennai-826093",Job,2021-08-20
a50a7ed1-cbb9-4e29-a833-de87ceddf8fd,fddaea81-65ce-4422-8b94-7c420af33f47,"57/488, Comar Chowk, Buxar-017658","98/96, Kota Street, Solapur-115991",Marriage,2019-07-31
21d7b34c-8e50-484f-9e5d-482f813d4872,f1a013b7-5c8b-4170-9206-a0c04d02b45a,"414, Mital Nagar, Haldia-295987","39, Kumar, Ongole 988242",Job,2021-04-28
959e3a9b-e156-4ef3-b18f-8339bfc014d4,d6e89226-f6d1-4daa-9018-4440c0a3b0d0,"60/655, Nadig Chowk, Buxar 253719","66, Ratta Chowk, Dindigul 986716",Education,2023-07-30
9a753257-8081-41f8-a060-7c788a67d689,d469e8d2-321b-4c67-ab10-b293269f0196,"32/64, More Chowk, Mathura-569079","H.No. 389, Bahl Street, Alwar 587744",Job,2019-03-20
29431b36-3b26-4fbb-afe1-c055b2cde075,b46abd80-5753-4595-9e14-dde99d09b1f4,"54/76, Kanda Marg, Kirari Suleman Nagar-755065","H.No. 85, Dada, Dehri 791053",Education,2022-03-06
c1dc225e-a330-4c79-a424-d4da213b78d8,8e082886-a62d-494c-9606-1b3fca9e7ed2,"58/06, Taneja Chowk, Ozhukarai 369427","86/754, Upadhyay Street, Darbhanga-516545",Job,2022-06-24
c829134d-c743-4716-b07c-a79b0a6c1563,2d606d69-7558-4890-9dd1-23d7f004e910,"617, Nori Marg, Bathinda 508044","65, Bava Marg, Agartala-047502",Job,2023-04-14
802bd8ee-f257-43ea-a9d6-37334b622a32,dd18bbd6-c6fc-443d-acd1-500e9545357e,"50/772, Soni Zila, Noida-350061","48, Ravi, Satna 021965",Marriage,2019-06-27
dfb99d7c-4479-41d9-9121-1f23565cdb20,12dea6c9-7a42-480d-a26f-6e38d2db718d,"22/787, Shetty Zila, Alappuzha-702698","248, Cheema, Naihati-130789",Education,2019-06-12
af96b035-17e3-400b-b09a-9ccb5efd7382,4e934139-3d01-435a-84f7-294220b8d38a,"33/94, Dixit Marg, Malegaon-760542","H.No. 718, Doshi Road, Mehsana-309854",Better Housing,2024-02-27
b99f73de-37b1-4817-9099-a7468969ec8b,300b48b5-0834-4a86-b740-da2b726779f6,"93/46, Issac Ganj, Tirupati-151547","18/647, Talwar Ganj, Bhagalpur-233754",Job,2020-06-19
120c50ad-c2ec-4b2a-9feb-520f17f7f395,c8631152-519e-4d12-b49c-3369ae24b820,"70, Vohra Nagar, Vijayawada-959810","H.No. 49, Ganesan Chowk, Ramgarh-354313",Job,2019-04-06
2825e70b-cfa9-4c54-9889-7af939aa17c3,d4772720-b507-4615-9267-6580817f8dd4,"H.No. 309, Hegde Street, Nashik 426693","43/76, Deshpande Nagar, Noida 612123",Job,2023-05-06
28fdd09e-62c2-4e13-8499-bd2fc3da0318,a219ea48-de88-47c3-8b67-76da43e50f6f,"002, Babu Circle, Machilipatnam-553112","H.No. 53, Varkey Marg, Pallavaram 015797",Job,2023-07-06
a7c8ba19-52ec-451c-9b94-0780c4ad5ac2,c6f4cfa9-e940-440d-b54c-d3cb3cc67d03,"37/87, Madan Zila, Etawah 027151","H.No. 049, Sekhon Street, Anantapuram 686172",Better Housing,2020-02-29
ce17d70f-56c1-4a0f-a1bf-5bce585e30c5,f600a650-f235-4b85-9508-1dd780005c80,"10/99, Kumer Marg, Alappuzha 768520","81/279, Wagle Nagar, Tumkur 255212",Job,2024-09-07
38163ab5-0408-4baf-916b-5c5825841aec,f6cf0924-b1e2-4884-848a-6caf847d705e,"H.No. 955, Soni, Akola 199667","19/996, Mani Chowk, Ajmer 112151",Better Housing,2023-02-25
30e15eef-3bc7-493a-9ec3-cb09dc7032b1,56e41fb0-f662-4b6c-999a-6023a9aacdc1,"H.No. 556, Bansal Road, Siliguri-943989","73, Modi Street, Madhyamgram 562397",Job,2020-03-03
bbf37e7a-e164-4f19-980e-146463a5f6c0,094b917b-fbe2-4415-9607-c38348a6ee84,"227, Varma, Cuttack 582870","H.No. 024, Goyal Zila, Belgaum-296934",Job,2024-01-15
d28f1bf6-58aa-4301-a4dd-998a4b949834,c87c943e-7a08-4324-a2b0-f953c01b8a77,"643, Mistry Circle, Darbhanga 935698","39/898, Mahal Chowk, Vijayanagaram-570113",Education,2021-01-25
5839222e-2489-4c13-abe9-cc82d025b27e,54b19e05-fc01-4769-8980-3eccd72ea1fe,"H.No. 47, Sankaran Road, Dibrugarh-937887","872, Nori Nagar, Pondicherry 720633",Job,2020-11-18
962d91d3-e1e4-4d3d-b4a0-94ffdcdfa301,db918634-bc19-49ad-bd41-8a65f8f0dc12,"H.No. 061, Khurana Street, Orai 636404","13/42, Bains Nagar, Chinsurah 204022",Job,2020-07-19
b0ff1296-8d6a-4655-b276-dbe95bf83774,52e397bd-045e-40a5-87a2-c05a3b51ba03,"51/88, Kothari Marg, Chapra 688586","H.No. 21, Gokhale Circle, Kishanganj-827567",Job,2023-06-30
ca8aee09-f44b-4c16-97ef-06041cb80bd2,50385392-d97b-4bd7-bbc3-b17a43b57712,"H.No. 768, Acharya Ganj, Uluberia-682764","H.No. 161, Kari Marg, Ramagundam 730522",Education,2020-03-12
e7805b66-532c-4ccc-bbb9-67aea858fac3,964e239a-8939-4c31-99c4-28f8ba47d8c2,"16, Mahajan Nagar, Danapur-503073","46/720, Tella Ganj, Kishanganj-063348",Education,2020-09-04
435f3295-0b4d-4059-a51d-c22397c54a28,f1a9ddb6-b568-40ca-acca-ed9b21806fe9,"21/31, Bandi Nagar, Nashik 351061","86/480, Keer Marg, Ranchi-939068",Marriage,2020-03-19
a19f31bc-791a-45bb-b974-b20df942f1a7,68e98a53-0cf6-44e3-aeb5-452834f8d940,"71, Ganesh Chowk, Pune-285608","04/323, Nagy Circle, Ichalkaranji 620622",Better Housing,2021-05-04
5745ed6b-cfa8-4099-9f88-da84172d55ca,58cc52e1-2bdb-4f88-a80a-22e41b051fe8,"583, Sheth Marg, Haridwar 587602","H.No. 75, Gulati Chowk, Vasai-Virar 722567",Job,2022-09-23
58abeefa-d415-4479-9a5d-00de60c074d1,29aceb4b-def2-4197-9efb-3fac8f91ea13,"031, Sama Chowk, Chennai 539332","25, Halder Path, Raichur 321177",Marriage,2022-05-02
5cf6c51c-51e4-4079-b3f4-50409d24c136,958a9170-4640-4468-9991-3a75555595fd,"71/557, Dara Marg, Dhanbad-768138","21/134, Karan Circle, Mira-Bhayandar 762809",Job,2021-07-30
445b8420-ee69-4cd5-80f6-4e1b4dbd1f61,6a780e41-a1cd-4be6-8451-2bca60d19125,"12, Khatri Marg, Guntakal 635480","92, Oza Street, Akola-208286",Marriage,2024-01-07
27e7b7d3-89bd-45b1-8d64-f64979976507,e4245e13-aa70-46ca-9282-d17f20c4b489,"78/83, Solanki Road, Bhind-558882","H.No. 85, Sankar Path, Ongole 859206",Education,2024-12-17
fa642266-9bb7-4728-8571-25f8333b2558,5f5b6cb8-284e-4d9e-9457-67812f1ed976,"H.No. 590, Devan Road, Bihar Sharif 146764","876, Narasimhan, Raebareli-297933",Marriage,2021-06-04
17a0f3d3-7d51-41c5-82c8-b9ad6ec0e22e,4187c10d-4d44-4a9a-a286-1a2f65483f5d,"34, Sibal Nagar, Amaravati-796973","535, Sengupta Zila, Vellore 184200",Marriage,2024-04-06
a7b94831-94be-462c-a7f6-a6d65ec39b61,aa953305-002f-4ca7-82bf-e9dfcd231a9a,"454, Khatri Street, Rajkot-214960","39/35, Rajagopalan Road, Kamarhati 719166",Job,2020-06-26
e0583e39-2f00-4a5d-8c5a-f6a47000eca5,6ca6923d-0647-4f11-aeeb-57db1f1f1ffa,"H.No. 759, Arya, Khora  034700","H.No. 126, Taneja Chowk, Tiruppur-121268",Job,2021-11-23
a49babac-995b-4c81-9229-9614233839f9,77c2d739-c3df-486d-b258-e0b1c288d1fb,"H.No. 450, Som Street, Jamnagar 360216","33/73, Upadhyay Street, Ozhukarai-125042",Job,2019-04-23
2f72c4f7-70b0-47f8-adec-7cb721b631dd,371457a6-fb5e-4786-8e5c-6dda7483cb20,"77/668, Tak Path, Munger-283284","H.No. 90, Nayar Path, Ratlam 441876",Better Housing,2019-11-24
1130a1f2-63e8-4940-8327-6e4b3052b526,a2b02819-4498-46a8-bee8-90ea5cf43d70,"H.No. 378, Sankaran Circle, Thrissur 908921","79/381, Roy Marg, Buxar-346698",Education,2020-12-08
cc665143-7980-4d21-88dd-504b9dd1df04,6613dec4-f080-432e-a235-6f7800aa62e0,"244, Rajagopal Nagar, Sangli-Miraj & Kupwad-723820","855, Bedi Nagar, Naihati-002013",Marriage,2020-02-16
b67feae4-f41e-4cce-9ea6-18d05f5cc014,cd7b283b-727b-4e89-80eb-f309c41a1190,"H.No. 88, Tandon Nagar, Vijayanagaram 122211","52, Sharaf Street, Ludhiana-349946",Job,2020-06-24
0d6fa394-f353-4d6a-8c97-2238feb596d4,a2e184f7-0699-4901-a2ee-cad14bda2cfa,"H.No. 48, Rajagopal Road, Jamshedpur-442562","H.No. 62, Mall Circle, Fatehpur-152174",Job,2020-10-14
09b6a502-3671-4a02-81a7-3ae1182bd7d6,b13c9e87-2e95-445e-8288-8cf86ece797d,"66/727, Majumdar Marg, Mathura-681422","35/037, Mahal, Dewas-373627",Job,2021-04-05
f1257393-1edf-490e-b08f-891f09e5b81d,66966f52-515e-4c48-9d2a-c96a595a8ae5,"94/298, Warrior Zila, Bellary 961865","521, Kala Street, Secunderabad 310039",Marriage,2019-07-20
4528966d-b0a0-4879-83d0-c734da53b813,99f09482-1621-40f0-abf4-31e8de31a859,"H.No. 86, Sankaran Road, Thoothukudi-881824","44, Chaudry Nagar, Panvel 926391",Marriage,2024-05-30
6826779b-0a2b-419f-abdb-31bd0ce0999f,44f7a51c-fd92-465e-bae2-9b217d802987,"84, Venkatesh Circle, Aurangabad-720944","H.No. 824, Gour Chowk, Surendranagar Dudhrej-938863",Job,2024-04-30
7802d4e2-156b-49e8-a6c9-0841f979e5c8,e45a6aab-e0bb-4f9f-b8fd-423e717a7994,"082, Vora Path, Kota-262450","80/148, Om Zila, Kakinada-173894",Job,2020-07-10
7f733602-8976-4e5e-9bad-92b9c089be01,44c236b5-73b8-4785-b0de-646eeeff2792,"80/79, Edwin Circle, Surat 304557","28/72, Pau Chowk, Ulhasnagar 335192",Marriage,2024-03-18
cefc5830-a596-4a2a-9f22-37c4857fe70e,fb6b9370-f744-4895-909e-eb68256d6c26,"H.No. 603, Wali Marg, Kamarhati-292991","H.No. 79, Ratti Circle, Bongaigaon 935291",Education,2020-08-12
09545000-d484-4295-8cb8-d2938c405059,39970e32-6407-4e43-a1b6-1cf2291b0a95,"41, Palla, Khammam-737012","H.No. 11, Som Chowk, Thrissur-827611",Marriage,2021-07-16
7105eea1-9c17-40b9-923f-38a5b281cca3,1cf17520-7a97-41a1-bfc6-a548ccbc8a1d,"49/39, Subramanian Ganj, Bhimavaram 063926","H.No. 30, Choudhury Zila, Dewas-892526",Job,2023-02-06
1c2041c6-2c23-4e4a-91fb-b7e4e73928d1,7cd45f40-fa0d-4f05-9702-28c49a02431e,"48, Jhaveri, Salem-527101","H.No. 92, Ganesh Zila, Gaya-982848",Education,2023-07-14
abe0a35d-e9aa-4cfc-9c37-1be768fb12d4,2bcf36b5-cb1a-42ee-afc3-3b6bea7dbab2,"308, Bhagat Nagar, Visakhapatnam-542299","H.No. 47, Khare Chowk, Kadapa-720569",Marriage,2020-11-30
24a12e9b-8ef0-4227-86bc-1ca027e302dc,b972d653-748c-446c-9a9f-ba18d54a198e,"059, Sane Chowk, Sagar-499457","20, Singh Zila, Dharmavaram 202571",Job,2022-08-15
b25e8933-e7e3-482e-a700-e5a4d3473760,9d23ecc4-ff87-49ee-9f35-643df64d4191,"25/011, Pal Circle, Alwar-143843","592, Sha Circle, Chennai-619118",Better Housing,2020-01-20
22aec419-7f34-48fe-84ea-4f5ca4517e3c,a85533bb-b4f5-40dc-8de5-2e0b36678d87,"H.No. 340, Contractor Chowk, Khora  345908","36/39, Sheth Ganj, Alappuzha-226258",Job,2019-09-17
e80f5d8a-600d-44ce-87bc-40950d7fcffe,e44c7911-5dc3-4c0f-b81c-49c039d565e5,"529, Thaker Nagar, Pimpri-Chinchwad 465381","166, Ghose Chowk, Gulbarga-847000",Better Housing,2024-08-25
f00e2f1a-b749-43f9-8245-65c6b3db5f3f,1b78d78f-475c-40ec-8491-5e88d5f95b3f,"H.No. 769, Patil Zila, Udaipur-934475","82/95, Andra Street, Mau 915233",Better Housing,2023-04-17
48cd11d5-d80e-45c5-b692-ff25fdff21bc,b633a3ae-3468-41c8-9f93-41fd07ee8315,"84/947, Viswanathan Road, Belgaum 297534","H.No. 210, Dora Marg, Coimbatore-175183",Job,2020-10-22
7bddbbc8-4e9e-4891-adf7-bd1cc51e5b11,7ed2be74-2bd3-495c-9290-60e7c02cd861,"26/83, Sen Chowk, Solapur-331748","60/785, Luthra Chowk, Pune 824609",Better Housing,2019-03-15
1cfe53c7-c5fb-459f-ab59-23185aae36c2,c09b83ca-8eba-48b9-85ae-62d1118a4dd9,"181, Baral Circle, Vijayawada-791805","H.No. 041, Bhasin Circle, Nadiad 954908",Job,2020-12-06
bfd4b978-236c-4ee3-9764-9f14140cd56f,a15a2f05-8eb2-425c-acfa-f9136e82ed41,"58/53, Rattan, Bhusawal-942433","24/68, Mand Chowk, North Dumdum 502007",Education,2022-05-13
d08d79aa-1d01-4924-b26a-915242b88ea9,74cd2cc4-a40d-4e6c-aecf-9c5880555fcc,"28, Kulkarni Path, Morbi 599203","216, Srivastava Circle, Amroha 719035",Job,2021-05-15
6a90c67a-74aa-4571-972f-d0606ecd044e,e963ba2c-ac5e-4df8-a641-bf59c4a7a8a8,"09/024, Kade Ganj, Hospet-320986","70, Nigam Chowk, Kalyan-Dombivli 687191",Marriage,2022-07-13
478bd4f5-66d0-46bb-b836-00817e6f0a35,68108fad-fa08-4d1d-9329-13b481615e21,"H.No. 693, Wason Chowk, Bhimavaram 480634","774, Andra Chowk, Saharanpur-080214",Education,2024-08-06
b6b6561c-dcf2-42c8-b35c-c6c521ecaaae,95ae0402-26ca-40ec-8d9e-42aa938551ce,"H.No. 532, Saini Chowk, Miryalaguda 020381","36, Som Circle, Bhilai 305593",Better Housing,2019-10-05
d7c41a24-ab5d-4e2f-9e30-796ec9a5e29d,6c38eaa5-5331-4185-8793-e6601886de5d,"32/750, Dhillon Zila, Firozabad-629516","H.No. 352, Sheth Street, Gopalpur-172864",Marriage,2024-11-21
7d7272db-a60d-4127-939b-a05abc069da6,6baa2f3e-9a8b-4dfd-b76f-4384fffaa885,"H.No. 63, Gokhale Street, Avadi 657101","57/232, Puri, Cuttack-366139",Job,2019-10-05
388c663b-3d01-417b-acbc-905e45c74d87,26f9abf6-4dc1-4f56-be19-b4aff83d2934,"676, Shenoy, Sultan Pur Majra-133252","53/12, Vala Street, Madanapalle-740761",Better Housing,2020-05-02
fdb2aa35-e389-4768-b1e3-27442c1556c3,508c2fd2-fefe-4631-aeb8-a27bb49b45a9,"H.No. 32, Bhagat Road, Uluberia 496786","84/99, Balakrishnan Zila, Imphal-430746",Job,2024-04-16
6846f2c5-2862-4d3c-b2db-cbe1cd589ac6,7835c0e4-14ab-4e32-992e-15f573643483,"06, Bhatt Chowk, Tiruvottiyur-676368","H.No. 095, Ben Circle, Anantapur 635482",Marriage,2022-10-05
3080c264-eea2-43a3-b4da-7890041238d8,e08eae13-f552-466a-a6dd-3ac6ec63817c,"H.No. 36, Kunda Chowk, Mau-110621","H.No. 56, Sagar Chowk, Nellore-664105",Marriage,2023-08-10
6befbdc0-0a68-4c3a-b894-6e8d82d15846,82fa2be0-37a0-4deb-b763-12cecb99d5ec,"H.No. 339, Thakur, Hosur 245621","99/86, Nayak Zila, Hajipur 092755",Marriage,2019-01-16
1cf64f0e-db55-49ea-b816-bb417f15d1e5,6715cd28-6716-4f9b-89c9-685200115146,"661, Bawa Circle, Dindigul 395351","H.No. 449, Dara Street, Ambattur 266074",Job,2022-08-29
a403e43a-b8e0-4fb0-a59a-b28490c5b2e8,bb4ddbd7-abb4-4ced-8196-65c7281d48c5,"57/831, Sahni Zila, Sonipat-283066","H.No. 990, Shanker Road, Dhanbad 731791",Better Housing,2020-05-31
