birth_id,child_name,parents,hospital,date
0d85dff8-4e66-4ace-af42-ac9f9a2ab837,Logan Tailor,Indrajit Vasa & Wyatt Gaba,e202c1ae-4516-4296-acfa-f1626360c53a,2023-05-23
e878559f-3e43-44d8-96bd-4302d950ea2e,Mason Parsa,Oliver Varughese & Chaaya Chatterjee,fb931775-c7a6-4c2e-b84d-2e07a9a8076e,2019-12-28
d7aab8f6-289f-455d-8a60-48137a2c1be7,Yashasvi Ben,Jack Sarma & Sathvik Ganguly,fb931775-c7a6-4c2e-b84d-2e07a9a8076e,2022-06-25
03c8ab37-179a-4893-b5f6-7302eae67ff8,Reva Yogi,Pushti Sarna & Indrajit Kadakia,8ef8f7a0-d186-49d5-ad87-f7772d7ea05d,2022-11-23
a51eb810-e139-45c0-8391-1744b5fc34c8,Fariq Swamy,Bishakha Palla & Jyoti Basu,e360a210-e95d-42f4-9f23-ce532942a854,2020-07-21
88c92eb2-770b-49e0-9134-664eb72eb5d6,Unnati Vohra,Veer Kara & Noah Mane,aeea1bb6-586c-4136-a631-d7e834a7fdd0,2024-11-16
1fd8c963-09db-42ea-9320-570ec894b1a1,Onkar Badal,Ira Lanka & Ekavir Sheth,cae5f750-f39e-4267-b9fe-ef9c63c8dd2d,2020-05-16
f7283e57-d76e-4a54-a8a8-2b9e0461e6a1,Anvi Lad,Theodore Pandey & Manthan Konda,b4717d9c-a59f-4382-9fd3-9f6c16a4da82,2023-05-26
d8c70047-10c7-408e-9c54-8d6f417925ea,Aadhya Ratti,Bimala Garg & Warjas Wali,5c55a46a-24b2-407f-bfe5-25ceef479ca0,2019-09-03
97d28a08-4242-4f44-89c7-5c3853047b68,Yashica Shanker,Upasna Misra & Lohit Issac,b4717d9c-a59f-4382-9fd3-9f6c16a4da82,2024-09-30
d23a5a99-04e4-4b83-947c-09df3014515d,Leena Toor,Adweta Trivedi & Mahika Raj,aeea1bb6-586c-4136-a631-d7e834a7fdd0,2022-01-29
54ebb347-8ac0-4146-a590-da067a67af7d,Thomas Sant,Ridhi Parikh & Arunima Banerjee,fb931775-c7a6-4c2e-b84d-2e07a9a8076e,2019-11-05
f9608425-4876-4b27-8e0d-43c4c04372cc,Inaya Viswanathan,Qabil Natt & Abha Tara,b4717d9c-a59f-4382-9fd3-9f6c16a4da82,2023-03-21
fe1cb45c-9f5c-49d5-9e91-129547023a30,Vritti Guha,Lohit Talwar & Kiaan Madan,7d36a5d0-05db-4eb2-b710-938c0653bbe2,2024-05-20
f373de8a-f1ab-415d-839e-d41bc0274305,Oscar Andra,Krish Dewan & Jack Sahni,aeea1bb6-586c-4136-a631-d7e834a7fdd0,2022-02-28
cd9f9d26-d99c-476a-8619-b9c2799161a8,Bishakha Jaggi,Zansi Seshadri & Mahika Srinivas,bb0c372c-74a6-4027-a921-7d96b755ad1b,2022-04-28
c6970c74-762e-43f6-b244-d0ff156b0068,Reyansh Kala,Nachiket Mitra & Aarini Arora,8ff44ed8-18fd-4420-9564-b6714f8e926e,2024-05-08
d692a0d1-836a-4f1d-9be9-48289421342b,Ayushman Mangal,Aishani Dada & Chakradhar Ranganathan,bb0c372c-74a6-4027-a921-7d96b755ad1b,2022-07-18
4983b123-2c7b-4127-9f74-e9059a4e3da4,Faris Ahluwalia,Jagvi Konda & Qabil Luthra,5c55a46a-24b2-407f-bfe5-25ceef479ca0,2023-06-05
1ede5ef2-112a-493c-b741-12d76101dc13,Shravya Verma,Shivani Nagarajan & Nirja Ratta,8ef8f7a0-d186-49d5-ad87-f7772d7ea05d,2019-02-08
ddad2e73-2174-4c0d-89a2-f129774e2f77,Rehaan Keer,Nitara Choudhary & Arya Chawla,b4717d9c-a59f-4382-9fd3-9f6c16a4da82,2024-07-01
289e5704-a97e-44aa-b1ec-a096084c775a,Reyansh Bose,Eiravati Thakur & Hemani Srinivas,ce86aed3-3ef4-4d80-83d5-db191cc1562e,2023-11-23
2b527f38-f030-4d41-a677-aaf96de965f9,Chameli Ahuja,Qabil Kara & Widisha Kapoor,cae5f750-f39e-4267-b9fe-ef9c63c8dd2d,2021-01-07
fd2fcc62-5bf7-40b7-991b-82671be4d454,Bimala Bala,Isaac Kulkarni & Udyati Kara,aeea1bb6-586c-4136-a631-d7e834a7fdd0,2023-06-15
4f08b4d6-d15c-4f21-bb5a-2224c7b1b097,Ronith Tella,Parth Shere & Pushti Biswas,e360a210-e95d-42f4-9f23-ce532942a854,2019-04-06
75c82039-a4af-4f28-bd4b-3fe5993aacf2,Yug Master,Liam Bhagat & Anusha D’Alia,a0a162cb-c825-4e28-a4f1-94b9521e79a4,2022-08-20
6d42571f-091f-4c73-894b-3a0dafafa700,Reva Sura,Sai Bhakta & Nihal Dubey,e360a210-e95d-42f4-9f23-ce532942a854,2021-05-26
8b81c5b6-93e0-4f95-8476-2d441555a518,Nathaniel Prabhu,Anita Chaudhary & Aarna Char,d5f316ea-c283-4110-aa73-8ea56e648222,2023-06-19
19e894e0-4ad0-4d7e-95bf-ad8aee3bd984,Udyati Dyal,Abeer Bhasin & Janani Deshpande,7d36a5d0-05db-4eb2-b710-938c0653bbe2,2019-07-19
c0a7f3a9-1c19-4a08-b696-ed438bbec7fb,Qadim Aurora,Aarush Chaudry & Rayaan Bera,9e65c55b-0c3c-443d-b7c0-00992be60bd7,2023-10-06
2755d956-a217-4f0b-a3f2-54bce5eef1bb,Aayush Chander,Ekanta Naidu & Vincent Sen,5c55a46a-24b2-407f-bfe5-25ceef479ca0,2021-01-08
2bea261e-8796-4e76-be5f-d804e2622b89,Deepa Pall,Mason Maharaj & Girish Natt,b4717d9c-a59f-4382-9fd3-9f6c16a4da82,2022-12-10
e9ee63c0-06aa-464a-b1e3-8c951e668c74,Azad Deo,Robert Apte & Warhi Chowdhury,6c58f738-56af-49ca-805b-69265701edf0,2021-03-11
b6225ee4-51dc-4a9e-9db7-b6196861e93c,Praneel Bhargava,Gaurika Swaminathan & Meera Sabharwal,8ff44ed8-18fd-4420-9564-b6714f8e926e,2019-12-30
2dcb9a19-ed71-4cc3-9727-a8a764850a59,Falak Bhandari,Yashvi Sarkar & Ojasvi Bora,1eea9005-ca25-4b50-baad-21348e2996d4,2022-09-13
8b1eccd8-b4da-40ce-9a93-da5571ad2255,Jack Chaudry,Zarna Dhawan & Kai Sachar,e202c1ae-4516-4296-acfa-f1626360c53a,2020-11-20
a3d2ffbd-2954-41e8-8faf-db6fd6a429be,Nisha Merchant,Bhanumati Master & Ekantika Sampath,bb0c372c-74a6-4027-a921-7d96b755ad1b,2021-03-13
188a2053-cb0b-406b-b258-636dcd888038,Eesha Lanka,Urishilla Malhotra & Bhavika Malhotra,cae5f750-f39e-4267-b9fe-ef9c63c8dd2d,2024-05-04
dd928541-0436-4218-912b-33fa6314f0f6,Rayaan Sarna,Wyatt Sundaram & Ishwar Nadig,6c58f738-56af-49ca-805b-69265701edf0,2022-01-24
541f0554-0f88-4e9c-bae2-5f298befdd03,Dalbir Boase,Abdul Bali & Tara Hayer,8ef8f7a0-d186-49d5-ad87-f7772d7ea05d,2023-06-12
bac127b6-0d67-4229-92e6-849bf554c9f4,Rajata Seth,Yadavi Sehgal & Shaurya Ghose,fb931775-c7a6-4c2e-b84d-2e07a9a8076e,2022-12-01
e36fafd8-72a1-4edc-9a54-396a279dce07,Kiaan Mohan,Nidra Krishna & Lucky Pall,8ff44ed8-18fd-4420-9564-b6714f8e926e,2020-11-07
3e333265-7cba-4d59-a983-75d0a3a61b79,Xavier Raval,Gauri Nayar & Sanaya Kapadia,37684437-4143-42b8-a503-6033192a95b4,2020-01-06
171c223b-ccd0-47f8-91a8-22d5dcb825dc,Simon Datta,Ranbir Gopal & Abeer Modi,9e65c55b-0c3c-443d-b7c0-00992be60bd7,2023-04-27
1509327a-5980-4b40-a7d9-d5e05dc78bb4,Bhavya Ganesan,Ranbir Bahri & Anamika Varkey,27008599-2fd3-4e39-9bfc-62309b53184a,2023-11-28
9ae25129-bf84-4996-8b1e-18a4189637c9,Maanav Goda,Tanveer Gandhi & Aishani Rana,8ef8f7a0-d186-49d5-ad87-f7772d7ea05d,2021-07-11
4a143cd9-7026-454a-b9de-a975993a3a50,Jai Varkey,Vyanjana Bhatia & Ikshita Sheth,e360a210-e95d-42f4-9f23-ce532942a854,2022-12-02
b1e1f32a-5975-403f-a7d0-f871969d8bf0,Januja Thaman,Ubika Aurora & Oscar Sen,7d36a5d0-05db-4eb2-b710-938c0653bbe2,2020-12-20
a1e108cf-976a-4f32-be62-b3e8b5ea1ef3,Jai Pai,Logan Dua & Xiti Morar,8ff44ed8-18fd-4420-9564-b6714f8e926e,2023-06-01
94621e88-5574-4196-90b3-e96b42c9f546,Harita Sanghvi,Rudra Bhatia & Rachit Garg,09db3372-e124-4a4f-ad37-9810c34acb58,2021-11-18
7d9faf88-093d-4fed-b002-94fb449df4a8,Dayita Khare,Samaksh Nayak & Bhanumati Brar,cae5f750-f39e-4267-b9fe-ef9c63c8dd2d,2024-03-21
128a2ec8-c5cf-46fd-867c-9f693dc66c0d,Michael Ratti,Chakradev Patla & Jackson Sama,a0a162cb-c825-4e28-a4f1-94b9521e79a4,2024-10-26
400c6428-451d-46d4-af32-5218464005e8,Omaja Sarma,Chakradev Kohli & Mitali Saran,37684437-4143-42b8-a503-6033192a95b4,2021-08-31
e638ecdb-d2d8-478d-8f32-24d16d7b7388,Abeer Bhardwaj,William Barad & Chanakya Anne,1eea9005-ca25-4b50-baad-21348e2996d4,2023-02-18
1d701b3c-d519-4f10-91d7-c15eae5aeff9,Banjeet Aurora,Qabil Thaker & Harish Gola,fb931775-c7a6-4c2e-b84d-2e07a9a8076e,2021-05-27
4c63c2f8-b5cf-4cae-a896-27a52047ca38,Vasatika Sarin,Chaaya Pillai & Damyanti Minhas,9e65c55b-0c3c-443d-b7c0-00992be60bd7,2024-09-14
a1a471b5-c8ed-47b2-8056-d8308b9c261d,Damini Dube,Eiravati Karan & Anay Ghose,e202c1ae-4516-4296-acfa-f1626360c53a,2022-08-23
f3c4d798-912d-4321-9ebf-1dceb50f1a04,Sara Bumb,Divya Baria & Sathvik Wason,6c58f738-56af-49ca-805b-69265701edf0,2020-09-25
d202d0d4-7d29-47ce-aea7-efe0d3b7cfb2,Faras Mangal,Yashoda Mammen & Kashish Gara,cae5f750-f39e-4267-b9fe-ef9c63c8dd2d,2024-03-08
39319460-6c06-407c-a4b5-4703cec6596e,Gaurav Vala,Ishani Ganguly & Megha Sathe,8ff44ed8-18fd-4420-9564-b6714f8e926e,2024-12-26
831b7fa5-8d42-4e50-bf93-67dd8de3a0cb,Guneet Dara,Gaurika Mukhopadhyay & Urmi Lalla,27008599-2fd3-4e39-9bfc-62309b53184a,2023-08-05
76458220-7a0e-49c0-b3f7-9e8e670f6c61,Oviya Bali,Praneel Tiwari & Xavier Balay,aeea1bb6-586c-4136-a631-d7e834a7fdd0,2020-01-17
7290fd8f-945e-4849-859a-e0465c69bbb9,Upasna Saini,Baljiwan Guha & Dayamai Subramanian,d5f316ea-c283-4110-aa73-8ea56e648222,2019-12-26
aeff261b-da02-4a2e-9a23-4ff8f26d9e91,Amruta Varma,Sathvik Natt & Divya Kala,09db3372-e124-4a4f-ad37-9810c34acb58,2020-05-16
44694ec3-8f4b-466b-8b02-c2b797887e8a,Aarush Chana,Yauvani Kadakia & Indrajit Sant,8ff44ed8-18fd-4420-9564-b6714f8e926e,2021-08-16
da6540a7-751c-4623-82d7-2e62763b63bc,Omya Luthra,Udyati Subramaniam & Oliver Rastogi,8ef8f7a0-d186-49d5-ad87-f7772d7ea05d,2021-07-14
9a03eb06-a749-4724-bf30-8aff554c15ab,Chakradhar Kunda,Suhani Reddy & Jairaj Nagar,fb931775-c7a6-4c2e-b84d-2e07a9a8076e,2022-10-25
d6e7ddef-de68-410c-a1fe-7d2057eaadf4,Indali Yadav,Gabriel Sahota & Nidhi Lal,bb0c372c-74a6-4027-a921-7d96b755ad1b,2024-12-29
3eda93e5-b901-441e-af63-8bb0cd49527f,Logan Pandey,Balhaar Tara & Indali Nadkarni,7d36a5d0-05db-4eb2-b710-938c0653bbe2,2021-12-14
85b44825-55f2-4a86-847b-e2df446d98e1,Arin Sarin,Ekanta Shan & Varenya Dass,cae5f750-f39e-4267-b9fe-ef9c63c8dd2d,2020-11-11
1578615f-de4b-469b-a807-79002942c51f,Yochana Swaminathan,Christopher Lalla & Ekani Pillai,8ef8f7a0-d186-49d5-ad87-f7772d7ea05d,2023-04-29
66cdcb6b-4fa6-4273-848c-082b05b0980e,Baghyawati Comar,Janya Sengupta & Samuel Buch,e202c1ae-4516-4296-acfa-f1626360c53a,2024-03-05
39e570db-5a91-42ef-9f90-408273ee7e59,Tanmayi Hegde,Anay Mitra & Nandini Virk,7d36a5d0-05db-4eb2-b710-938c0653bbe2,2021-01-22
167096c4-0efb-4d9b-b14a-dcde1dcd9823,Pratyush Naidu,Zayan Dutta & Brijesh Nair,09db3372-e124-4a4f-ad37-9810c34acb58,2021-10-07
0fffb844-14cb-4ff7-a72c-3f7ec6a341ae,Qadim Padmanabhan,Kritika Pai & Sara Borde,d5f316ea-c283-4110-aa73-8ea56e648222,2023-02-01
5f38f888-69a1-4ee1-aa3f-7478c77e5617,Edhitha Mital,Wahab Mani & Arin Manne,1eea9005-ca25-4b50-baad-21348e2996d4,2024-02-09
3c18e981-aece-421c-a260-fb343d858eeb,Bhavika Sahni,Christopher Ben & Tanay Narayanan,a0a162cb-c825-4e28-a4f1-94b9521e79a4,2020-02-10
d5209373-c104-4dbb-93ba-48a851b9d42d,Pushti Babu,Omisha Kohli & Netra Bir,09db3372-e124-4a4f-ad37-9810c34acb58,2020-01-11
387cc0bc-e136-49e8-b94e-7a673969af2e,Neel Boase,Mahika Bahri & Anjali Shenoy,7d36a5d0-05db-4eb2-b710-938c0653bbe2,2020-05-21
3da15e91-fa49-411e-bfe5-d7f733eace39,Kalpit Swamy,Ayushman Dora & Mitali Mangat,ce86aed3-3ef4-4d80-83d5-db191cc1562e,2020-02-06
e48a2d62-e67d-4be9-aee5-ceb660554f20,William Sahota,Mitali Sridhar & Gavin Karpe,b4717d9c-a59f-4382-9fd3-9f6c16a4da82,2019-12-02
01a687c3-1081-4a71-ad3b-1d35d34b44aa,Darsh Tella,Bhavna Prasad & Aarna Bhatia,a0a162cb-c825-4e28-a4f1-94b9521e79a4,2020-11-08
968f7908-c618-4a03-8743-0f55f9280d5f,Jagat Hayer,Udarsh Mohan & Bhanumati Dhaliwal,8ef8f7a0-d186-49d5-ad87-f7772d7ea05d,2022-05-19
72917dfb-203a-406d-93bd-22d1ed3b6065,Ishanvi Patla,Nitesh Borra & Vivaan Sane,e202c1ae-4516-4296-acfa-f1626360c53a,2023-09-19
1f987a55-0b9d-4da1-a165-a8efadfc0dad,Diya Nigam,Pranit Koshy & Nathan Bal,a0a162cb-c825-4e28-a4f1-94b9521e79a4,2019-05-02
7b447fc5-45e2-4c56-8aec-71902da8058e,Krish Barad,Rachit Thakur & Yutika Garde,5c55a46a-24b2-407f-bfe5-25ceef479ca0,2021-03-28
a9e304c7-7881-4fb9-bc6a-28dd2863190e,Qabil Sha,Ishani Oak & Sara Korpal,8ff44ed8-18fd-4420-9564-b6714f8e926e,2023-02-06
be0a4a07-230f-4aa6-b881-8acd86f0cf6b,Wridesh Ben,Charles Hari & Devansh Sachdev,a0a162cb-c825-4e28-a4f1-94b9521e79a4,2022-08-27
062d22df-d8c7-4901-8c4f-6696022193a4,Vyanjana Bhat,Omisha Anne & Zaitra Natt,8ff44ed8-18fd-4420-9564-b6714f8e926e,2023-09-08
9064deba-266d-43d7-93aa-08daea4a56ce,Manya Andra,Ira Nair & Azaan Dua,9e65c55b-0c3c-443d-b7c0-00992be60bd7,2020-10-13
46e3e927-4ba4-480a-8b86-b0ec8864dc5f,Ati Rattan,Jasmit Ramakrishnan & Udyati Badal,b4717d9c-a59f-4382-9fd3-9f6c16a4da82,2022-09-09
ff87ecd9-59ce-4446-ad1b-9749c36a2c43,Abdul Khosla,Upma Subramaniam & Sanya Kothari,bb0c372c-74a6-4027-a921-7d96b755ad1b,2020-10-17
49e8f1cb-efbf-414e-9fcd-e79ef0acdbfa,Anvi Chander,Isaiah Keer & Neelima Chaudhry,27008599-2fd3-4e39-9bfc-62309b53184a,2019-08-01
d7d7c538-a701-4262-bbea-db588f28c32f,Aarnav Amble,Charita Sampath & Dhriti Srivastava,8ef8f7a0-d186-49d5-ad87-f7772d7ea05d,2022-11-13
f6123709-05c6-41b8-8e1e-648bf122c0f3,Michael Thaker,Mason Dugal & Sachi Mishra,fb931775-c7a6-4c2e-b84d-2e07a9a8076e,2020-10-13
8cd63056-8e94-4e5e-b747-7318511bd8ef,Triveni Ravi,Tarak Raju & Darsh Khanna,27008599-2fd3-4e39-9bfc-62309b53184a,2021-06-16
c7786f3c-d00b-46b2-8a0f-622a8f4db910,Ishita Narain,Ria Puri & Chavvi Tiwari,09db3372-e124-4a4f-ad37-9810c34acb58,2022-09-27
ccb51805-abb8-440c-96c6-43f6629a03b4,Rachita Kumar,Arin Choudhry & Dalaja Agrawal,8ef8f7a0-d186-49d5-ad87-f7772d7ea05d,2023-03-24
844f923b-7a9a-4979-affa-79daccce2f8a,Nikita Wable,Peter Gera & Wakeeta Saran,8ef8f7a0-d186-49d5-ad87-f7772d7ea05d,2023-05-10
74454186-e275-4fbf-990f-bf422e5d1cfb,Ishwar Mohan,Hamsini Parmar & Samesh Bhat,b4717d9c-a59f-4382-9fd3-9f6c16a4da82,2020-09-09
174596e1-b0b5-4256-8635-2cadd8fdebca,Kashvi Nigam,Udant Grover & Christopher Agate,a0a162cb-c825-4e28-a4f1-94b9521e79a4,2022-03-27
4971940f-790d-4aee-84e8-49eab582eaba,Arunima Guha,Yashoda Mitra & Tanay Oommen,8ff44ed8-18fd-4420-9564-b6714f8e926e,2021-07-25
49ddd6f6-3394-4efc-b0f4-572afa10b807,Dhriti Basak,Nikita Kota & Jai Mahajan,ce86aed3-3ef4-4d80-83d5-db191cc1562e,2024-03-23
49b527be-8deb-4121-8154-83c47721259a,Aishani Nadig,Chaitanya Dua & Qarin Rau,6c58f738-56af-49ca-805b-69265701edf0,2021-10-23
7a434874-f9fa-4aef-8eaa-65fb4183ccf6,Urvashi Patil,Lavanya Dixit & Pooja Bandi,9e65c55b-0c3c-443d-b7c0-00992be60bd7,2023-10-23
66bc22bd-67ea-43fa-9057-9762289cc1df,Vrishti Cherian,Farhan Shanker & Chakrika Gara,09db3372-e124-4a4f-ad37-9810c34acb58,2022-05-30
c925dc5e-4cbe-434b-8b05-bb0b018bf6fe,Laban Gandhi,Faris Khalsa & Ati Pai,ce86aed3-3ef4-4d80-83d5-db191cc1562e,2023-12-01
4e8b5f90-571a-448f-bfbb-70bba048cbb1,Ansh Mane,Baljiwan Raman & Veda Aurora,9e65c55b-0c3c-443d-b7c0-00992be60bd7,2024-05-20
ebf9d6a0-275f-402f-a3e6-ee0d66c5786f,Ishanvi Dhar,Om Amble & Nilima Wali,8ff44ed8-18fd-4420-9564-b6714f8e926e,2019-07-05
6f1f6103-29ec-4db6-8ed2-0ab72dd5d1f9,Caleb Nagy,Aadhya Mall & Kabir Dhingra,aeea1bb6-586c-4136-a631-d7e834a7fdd0,2023-12-05
0731dab1-c838-4138-baa8-a87cfd22f439,Urvi Ghosh,Robert Reddy & Raghav Subramanian,1eea9005-ca25-4b50-baad-21348e2996d4,2019-06-02
1306d66f-986e-4eab-9c8d-304470d0d871,Idika Doshi,Yashawini Oza & Tanmayi Mangal,fb931775-c7a6-4c2e-b84d-2e07a9a8076e,2022-05-27
edcc1b6f-6269-44c0-805e-2da74ad6afca,Qadim Babu,Dayita Jani & Anika Bhatti,ce86aed3-3ef4-4d80-83d5-db191cc1562e,2023-11-08
f728f4de-7e9a-441c-9159-55b52fd6e8d3,Jalsa Halder,Ayaan Kothari & Aarnav Sabharwal,6c58f738-56af-49ca-805b-69265701edf0,2022-08-28
4dcf2c1f-24e9-4328-ae5c-aed0fca41708,Shivansh Bora,Umang Walia & Nisha Dhar,27008599-2fd3-4e39-9bfc-62309b53184a,2024-04-04
34fece9e-c03f-4cac-9758-0c1eab2edf95,Jacob Mitra,Aarush Deep & Chakrika Lalla,5c55a46a-24b2-407f-bfe5-25ceef479ca0,2019-05-22
a119881f-76c2-4a09-9e65-9ed0e646ca72,Falan Yadav,Xiti Arya & Aashi Ganguly,ce86aed3-3ef4-4d80-83d5-db191cc1562e,2021-04-20
f954633a-f355-44e4-a220-2c5f5004fc0a,Ekta Buch,Rachit Khurana & Karan Sampath,a0a162cb-c825-4e28-a4f1-94b9521e79a4,2021-04-14
fe2ad1ed-8288-4dc2-b1a7-fa4d87c4eb29,Lajita Chadha,Devansh Bhatti & Baghyawati Som,a0a162cb-c825-4e28-a4f1-94b9521e79a4,2024-12-12
d46db1ac-fc7d-438a-94f7-2ab355b7721f,Anjali Mangat,Daniel Walla & Diya Ganesh,b4717d9c-a59f-4382-9fd3-9f6c16a4da82,2023-02-13
833ffde0-c9b3-4cc3-a456-b400099b61d0,Max Dayal,Devika Tara & Girik Sur,aeea1bb6-586c-4136-a631-d7e834a7fdd0,2019-02-03
536dd49f-1d2e-43c9-807e-7e7251afcb3c,William Varty,Sanaya Ramesh & Patrick Chhabra,cae5f750-f39e-4267-b9fe-ef9c63c8dd2d,2019-02-27
5307630f-7dcb-42a1-a45f-7d59c753e92b,Qarin Bhasin,Gaurika Pai & Sudiksha Solanki,7d36a5d0-05db-4eb2-b710-938c0653bbe2,2023-05-09
565fca39-95af-498d-ad71-0f5d20514516,Dev Char,Diya Manda & Tejas Om,fb931775-c7a6-4c2e-b84d-2e07a9a8076e,2023-03-31
0727ff03-ba52-4d01-8c70-6de968c799ee,Zaitra Mangat,Samuel Talwar & Chakradev Gala,37684437-4143-42b8-a503-6033192a95b4,2022-08-04
17faefdb-04e4-4b7b-abe3-2ee08f0303c7,Vedant Dubey,Jatin Singhal & Libni Saini,aeea1bb6-586c-4136-a631-d7e834a7fdd0,2022-05-07
358d2b44-e538-48e4-ada2-1a23164e672f,Edhitha Tank,Forum Sama & Krish Dani,a0a162cb-c825-4e28-a4f1-94b9521e79a4,2022-10-18
eed70811-da37-45e9-bdda-2cd44c4bc42e,Keya Naidu,Ekta Ramachandran & Maya Bhat,e360a210-e95d-42f4-9f23-ce532942a854,2022-05-07
94337f3f-332c-4f8e-ac52-26ed346edfc6,Chandresh Kaul,Luke Ganesan & Siddharth Nayar,ce86aed3-3ef4-4d80-83d5-db191cc1562e,2021-05-03
ef312a4b-c664-4403-a016-e6fe38c972bf,Sneha Singh,Gauri Bhardwaj & Udant Sane,b4717d9c-a59f-4382-9fd3-9f6c16a4da82,2024-09-23
2f99e474-b38f-4c85-9ce2-ceca003719ac,Bakhshi Tara,Upma Khurana & Ansh Chopra,e360a210-e95d-42f4-9f23-ce532942a854,2023-01-08
24acb57c-bf30-48c8-ab1f-c33ca9a2ec98,Jagrati Ahluwalia,Yashvi Gupta & Inaya Patil,aeea1bb6-586c-4136-a631-d7e834a7fdd0,2022-08-23
